Day Pass Purchased,3-Day Pass Purchased,7-Day Pass Purchased,Total Annual Members,Annual Sign-Ups,Cumulative trips,Daily Trips,Date,Total Miles,Daily Miles
812,0,92,112783,113,9694212,35327,6/19/2014,"16,792,620","58,660"
1439,0,117,112896,164,9733039,38827,6/20/2014,"16,871,281","78,661"
2951,0,149,113060,94,9766364,33325,6/21/2014,"16,940,995","69,714"
2532,0,107,113154,135,9798664,32300,6/22/2014,"17,006,031","65,036"
1024,0,167,113289,193,9835006,36342,6/23/2014,"17,067,560","61,529"
939,0,136,113482,173,9874892,39886,6/24/2014,"17,134,164","66,604"
868,0,137,113655,129,9912927,38035,6/25/2014,"17,194,927","60,763"
1051,0,109,113784,121,9951537,38610,6/26/2014,"17,258,695","63,768"
1573,0,147,113905,115,9991234,39697,6/27/2014,"17,329,597","70,902"
2679,0,125,114020,122,10022918,31684,6/28/2014,"17,394,672","65,075"
2450,0,125,114142,118,10053702,30784,6/29/2014,"17,459,378","64,706"
1044,0,120,114260,174,10090556,36854,6/30/2014,"17,521,295","61,917"
955,0,120,114434,126,10128526,37970,7/1/2014,"17,582,465","61,170"
688,0,92,114560,160,10157291,28765,7/2/2014,"17,626,657","44,192"
819,0,88,114720,124,10187369,30078,7/3/2014,"17,675,230","48,573"
1196,0,77,114844,48,10202219,14850,7/4/2014,"17,703,135","27,905"
2566,0,127,114892,86,10227335,25116,7/5/2014,"17,758,860","55,725"
2392,0,111,114978,114,10253950,26615,7/6/2014,"17,824,218","65,358"
905,0,160,115092,195,10289025,35075,7/7/2014,"17,884,052","59,834"
740,0,120,115287,171,10324759,35734,7/8/2014,"17,941,880","57,828"
879,0,127,115446,159,10362347,37588,7/9/2014,"18,002,792","60,912"
1052,0,115,115605,159,10402126,39779,7/10/2014,"18,069,031","66,239"
1339,0,93,115711,106,10440542,38416,7/11/2014,"18,134,547","65,516"
2697,0,115,115810,99,10471955,31413,7/12/2014,"18,198,211","63,664"
1713,0,91,115914,104,10499044,27089,7/13/2014,"18,248,316","50,105"
637,0,93,116026,112,10527217,28173,7/14/2014,"18,291,538","43,222"
410,0,58,116142,116,10552210,24993,7/15/2014,"18,328,630","37,092"
959,0,116,116245,103,10590820,38610,7/16/2014,"18,392,246","63,616"
1114,0,110,116361,116,10632816,41996,7/17/2014,"18,462,307","70,061"
1502,0,148,116472,111,10672342,39526,7/18/2014,"18,531,723","69,416"
2796,0,130,116551,79,10704285,31943,7/19/2014,"18,596,118","64,395"
2767,0,146,116669,118,10737441,33156,7/20/2014,"18,664,660","68,542"
1162,0,129,116812,143,10776404,38963,7/21/2014,"18,729,484","64,824"
992,0,127,116969,157,10816854,40450,7/22/2014,"18,796,565","67,081"
816,0,126,117090,121,10854362,37508,7/23/2014,"18,856,521","59,956"
1064,0,109,117229,139,10894781,40419,7/24/2014,"18,924,105","67,584"
1457,0,105,117340,111,10934549,39768,7/25/2014,"18,992,757","68,652"
2428,0,92,117427,87,10964431,29882,7/26/2014,"19,052,402","59,645"
2108,0,115,117530,103,10994100,29669,7/27/2014,"19,110,595","58,193"
877,0,150,117703,173,11030460,36360,7/28/2014,19170162,"59,567"
1089,0,128,117930,227,11071658,41198,7/29/2014,"19,238,226","68,064"
1116,0,99,118075,145,11112865,41207,7/30/2014,"19,306,353","68,127"
1065,0,113,118204,129,11152147,39282,7/31/2014,"19,371,767","65,414"
1192,0,93,118314,110,11187976,35829,8/1/2014,"19,430,969","59,202"
2540,0,127,118408,94,11217989,30013,8/2/2014,"19,490,171","59,202"
2146,0,96,118555,147,11245843,27854,8/3/2014,"19,546,038","55,867"
1097,0,165,118704,149,11283251,37408,8/4/2014,"19,609,775","63,737"
1059,0,119,118830,126,11321419,38168,8/5/2014,"19,673,732","63,957"
1067,0,144,118938,108,11361361,39942,8/6/2014,"19,740,074","66,342"
1083,0,129,119047,109,11401294,39933,8/7/2014,"19,807,472","67,398"
1342,0,111,119137,90,11438661,37367,8/8/2014,"19,871,802","64,330"
3814,0,151,119244,107,11474362,35701,8/9/2014,"19,952,805","81,003"
2303,0,131,119351,107,11503701,29339,8/10/2014,"20,014,092","61,287"
1167,0,132,119495,144,11540538,36837,8/11/2014,"20,075,800","61,708"
526,0,90,119584,89,11569129,28591,8/12/2014,"20,117,680","41,880"
661,0,98,119693,109,11599827,30698,8/13/2014,"20,167,047","49,367"
1069,0,128,119789,96,11638690,38863,8/14/2014,"20,234,971","67,924"
1198,0,117,119869,80,11674214,35524,8/15/2014,20294986,60015
4217,0,155,119962,93,11710341,36127,8/16/2014,20378258,83272
2344,0,121,120069,107,11740564,30223,8/17/2014,20439648,61390
1156,0,157,120227,158,11778415,37851,8/18/2014,20504521,64873
965,0,140,120356,129,11817327,38912,8/19/2014,20570404,65883
1057,0,110,120470,114,11856417,39090,8/20/2014,20637304,66900
960,0,107,120598,128,11893334,36917,8/21/2014,20699677,62373
863,0,81,120688,90,11926481,33147,8/22/2014,20754442,54765
2254,0,98,120769,81,11955437,28956,8/23/2014,20811712,57270
2528,0,125,120884,115,11985859,30422,8/24/2014,20876717,65005
1007,0,146,121050,166,12022103,36244,8/25/2014,20937583,60866
937,0,124,121157,107,12060040,37937,8/26/2014,21000070,62487
829,0,83,121292,135,12096940,36900,8/27/2014,21061558,61488
982,0,83,121423,131,12133995,37055,8/28/2014,21123960,62402
1329,0,109,121522,99,12168287,34292,8/29/2014,21183331,59371
2442,0,99,121610,88,12193526,25239,8/30/2014,21236113,52782
1952,0,89,121690,80,12213623,20097,8/31/2014,21277707,41594
2083,0,105,121809,119,12239678,26055,9/1/2014,21328977,51270
693,0,121,121979,170,12273683,34005,9/2/2014,21382819,53842
789,0,148,122124,145,12312681,38998,9/3/2014,21445555,62736
816,0,125,122248,124,12352703,40022,9/4/2014,21510118,64563
1111,0,121,122356,108,12391028,38325,9/5/2014,21574539,64421
1674,0,105,122438,82,12419318,28290,9/6/2014,21626058,51519
2222,0,115,122555,117,12451842,32524,9/7/2014,21691452,65394
818,0,118,122697,142,12489933,38091,9/8/2014,21752062,60610
620,0,99,122818,121,12528034,38101,9/9/2014,21811088,59026
981,0,104,122915,97,12569668,41634,9/10/2014,21880649,69561
844,0,90,123006,91,12610532,40864,9/11/2014,21946447,65798
1195,0,103,123111,105,12651873,41341,9/12/2014,22022008,75561
842,0,67,123192,81,12670983,19110,9/13/2014,22053608,31600
2290,0,117,123309,117,12702572,31589,9/14/2014,22116571,62963
858,0,118,123421,112,12741616,39044,9/15/2014,22181554,64983
484,0,61,123521,100,12769901,28285,9/16/2014,22224804,43250
916,0,121,123636,115,12811248,41347,9/17/2014,22292562,67758
887,0,115,123718,82,12852393,41145,9/18/2014,22360402,67840
979,0,90,123796,78,12890555,38162,9/19/2014,22422902,62500
2464,0,122,123850,54,12923506,32951,9/20/2014,22487740,64838
1693,0,90,123926,76,12952036,28530,9/21/2014,22542059,54319
748,0,84,124044,118,12988660,36624,9/22/2014,22601083,59024
841,0,106,124124,80,13028765,40105,9/23/2014,22667673,66590
719,0,100,124230,106,13067741,38976,9/24/2014,22730507,62834
165,0,24,124291,61,13086023,18282,9/25/2014,22756526,26019
1297,0,118,124376,85,13124417,38394,9/26/2014,22822753,66227
2712,0,118,124433,57,13157739,33322,9/27/2014,22892477,69724
2259,0,129,124532,99,13189819,32080,9/28/2014,22957288,64811
689,0,114,124645,113,13226715,36896,9/29/2014,23016593,59305
613,0,65,124734,89,13265776,39061,9/30/2014,23076563,59970
330,0,48,124846,112,13296973,31197,10/1/2014,23121175,44612
602,0,86,124959,113,13335259,38286,10/2/2014,23181814,60639
1276,0,107,125024,65,13374215,38956,10/3/2014,23247553,65739
617,0,26,125058,34,13389303,15088,10/4/2014,23271807,24254
1470,0,90,125109,51,13415550,26247,10/5/2014,23320737,48930
710,0,99,125203,94,13451201,35651,10/6/2014,23377117,56380
593,0,81,125262,59,13488132,36931,10/7/2014,23435857,58740
667,0,86,125354,92,13526002,37870,10/8/2014,23496451,60594
709,0,71,125407,53,13562429,36427,10/9/2014,23554316,57865
905,0,78,125464,57,13597119,34690,10/10/2014,23609006,54690
528,0,34,125487,23,13611924,14805,10/11/2014,23632284,23278
2083,0,80,125529,42,13638183,26259,10/12/2014,23685064,52781
749,0,60,125589,60,13663799,25616,10/13/2014,23725339,40275
869,0,101,125651,62,13700328,36529,10/14/2014,23787030,61691
506,0,82,125703,52,13732112,31784,10/15/2014,23836349,49319
499,0,61,125763,60,13761957,29845,10/16/2014,23884157,47808
1180,0,105,125816,53,13799716,37759,10/17/2014,23948545,64389
1806,0,63,125865,49,13827350,27634,10/18/2014,24001099,52554
1000,0,57,125914,49,13848367,21017,10/19/2014,24036139,35039
514,0,74,125968,54,13879295,30928,10/20/2014,24084168,48030
539,0,90,126008,40,13914005,34710,10/21/2014,24138128,53960
110,0,30,126037,29,13924407,10402,10/22/2014,24152022,13894
74,0,19,126062,25,13939293,14886,10/23/2014,24172468,20446
722,0,84,126086,24,13972315,33022,10/24/2014,24223619,51151
2093,0,83,126117,31,14000117,27802,10/25/2014,24277499,53881
1220,0,71,126166,49,14023194,23077,10/26/2014,24318808,41308
519,0,73,126229,63,14055122,31908,10/27/2014,24368754,49892
628,0,79,126395,166,14091551,36429,10/28/2014,24425356,56602
466,0,70,126460,65,14124495,32944,10/29/2014,24473733,48378
557,0,61,126487,27,14159153,34658,10/30/2014,24525895,52162
653,0,75,126503,16,14189940,30787,10/31/2014,24572729,46834
98,0,10,126514,11,14196679,6739,11/1/2014,24581432,8703
480,0,44,126527,13,14212409,15730,11/2/2014,24604538,23106
568,0,51,126557,30,14241999,29590,11/3/2014,24649906,45368
665,0,80,126579,22,14276611,34612,11/4/2014,24704213,54306
513,0,49,126611,32,14310375,33764,11/5/2014,24756677,52464
98,0,12,126627,16,14324257,13882,11/6/2014,24775420,18743
416,0,45,126647,20,14352310,28053,11/7/2014,24815583,40163
878,0,40,126659,12,14371682,19372,11/8/2014,24847172,31589
952,0,44,126675,16,14391907,20225,11/9/2014,24881423,34251
607,0,46,126700,25,14422523,30616,11/10/2014,24928191,46768
599,0,41,126719,19,14454835,32312,11/11/2014,24977651,49461
325,0,36,126747,28,14485665,30830,11/12/2014,25022886,45234
252,0,21,126770,23,14508463,22798,11/13/2014,25055281,32395
242,0,28,126783,13,14531915,23452,11/14/2014,25088520,33240
522,0,16,126797,14,14547318,15403,11/15/2014,25112295,23774
319,0,20,126811,14,14561862,14544,11/16/2014,25132940,20645
25,0,8,126823,12,14570806,8944,11/17/2014,25144234,11294
78,0,26,126834,11,14589242,18436,11/18/2014,25167938,23704
102,0,17,126847,13,14607453,18211,11/19/2014,25191989,24052
160,0,20,126858,11,14630135,22682,11/20/2014,25222867,30878
131,0,24,126865,7,14649717,19582,11/21/2014,25248400,25533
345,0,9,126875,10,14663555,13838,11/22/2014,25268611,20211
628,0,26,126886,11,14680567,17012,11/23/2014,25296114,27503
374,0,45,126894,8,14705574,25007,11/24/2014,25333986,37873
365,0,27,126904,10,14733463,27889,11/25/2014,25373481,39495
14,0,1,126908,4,14737527,4064,11/26/2014,25378478,4997
74,0,10,126911,3,14741858,4331,11/27/2014,25384432,5954
209,0,8,126918,7,14751015,9157,11/28/2014,25397175,12743
235,0,14,126924,6,14759989,8974,11/29/2014,25409983,12808
449,0,25,126937,13,14773601,13612,11/30/2014,25431227,21244
281,0,20,126956,19,14793999,20398,12/1/2014,25461204,29977
45,0,24,126970,14,14810960,16961,12/2/2014,25483547,22343
65,0,6,126978,8,14826038,15078,12/3/2014,25506630,23083
191,0,14,126986,8,14849480,23442,12/4/2014,25539707,33077
153,0,12,126992,6,14866769,17289,12/5/2014,25562908,23200
59,0,5,127004,12,14871256,4487,12/6/2014,25568695,5787
254,0,13,127012,8,14882660,11404,12/7/2014,25584702,16007
60,0,11,127024,12,14899675,17015,12/8/2014,25606367,21665
18,0,4,127031,7,14906997,7322,12/9/2014,25615825,9458
23,0,5,127036,5,14918473,11476,12/10/2014,25630415,14590
144,0,19,127041,5,14938313,19840,12/11/2014,25657832,27417
151,0,13,127046,5,14957706,19393,12/12/2014,25683521,25689
324,0,20,127050,4,14971466,13760,12/13/2014,25704797,21276
326,0,20,127058,8,14984721,13255,12/14/2014,25724148,19351
186,0,25,127065,7,15006027,21306,12/15/2014,25753380,29232
119,0,19,127075,10,15024680,18653,12/16/2014,25778496,25116
186,0,18,127085,10,15047030,22350,12/17/2014,25809373,30878
119,0,14,127093,8,15067709,20679,12/18/2014,25836824,27451
158,0,14,127104,11,15086405,18696,12/19/2014,25861652,24828
145,0,7,127116,12,15097033,10628,12/20/2014,25875399,13747
170,0,9,127126,10,15106615,9582,12/21/2014,25888139,12740
156,0,17,127138,12,15121464,14849,12/22/2014,25908460,20321
68,0,9,127146,8,15131869,10405,12/23/2014,25922406,13946
36,0,7,127155,9,15136585,4716,12/24/2014,25928589,6183
456,0,41,127165,10,15141939,5354,12/25/2014,25939612,11023
464,0,63,127183,18,15152714,10775,12/26/2014,25957327,17715
741,0,58,127196,13,15163842,11128,12/27/2014,25978457,21130
326,0,23,127222,26,15172561,8719,12/28/2014,25991435,12978
363,0,37,127244,22,15187324,14763,12/29/2014,26013934,22499
214,0,31,127258,14,15200601,13277,12/30/2014,26032046,18112
216,0,12,127269,11,15211051,10450,12/31/2014,26046606,14560
267,0,11,127279,10,15216843,5792,1/1/2015,26055797,9191
298,0,8,127293,14,15229214,12371,1/2/2015,26074019,18222
96,0,7,127300,7,15234048,4834,1/3/2015,26080301,6282
152,0,5,127308,8,15242557,8509,1/4/2015,26092001,11700
88,0,12,127336,28,15258349,15792,1/5/2015,26112023,20022
2,0,1,127354,18,15267832,9483,1/6/2015,26124026,12003
5,0,1,127363,9,15278517,10685,1/7/2015,26136817,12791
18,0,0,127372,9,15288294,9777,1/8/2015,26148484,11667
16,0,2,127376,4,15296925,8631,1/9/2015,26159577,11093
51,0,3,127383,7,15303751,6826,1/10/2015,26167766,8189
68,0,8,127395,12,15311955,8204,1/11/2015,26177965,10199
27,0,2,127408,13,15321396,9441,1/12/2015,26189554,11589
23,0,10,127418,10,15335530,14134,1/13/2015,26206983,17429
43,0,7,127427,9,15349926,14396,1/14/2015,26225088,18105
64,0,8,127434,7,15365389,15463,1/15/2015,26244891,19803
94,0,14,127441,7,15380448,15059,1/16/2015,26263975,19084
152,0,3,127453,12,15388691,8243,1/17/2015,26274793,10818
12,0,0,127461,8,15390729,2038,1/18/2015,26277228,2435
124,0,11,127470,9,15402642,11913,1/19/2015,26292961,15733
93,0,9,127502,32,15420257,17615,1/20/2015,26315701,22740
67,0,16,127520,18,15436991,16734,1/21/2015,26336929,21228
74,0,9,127530,10,15454426,17435,1/22/2015,26359559,22630
95,0,14,127545,15,15471506,17080,1/23/2015,26381807,22248
41,0,2,127552,7,15476781,5275,1/24/2015,26388530,6723
202,0,4,127559,7,15487016,10235,1/25/2015,26402951,14421
15,0,0,127566,7,15491553,4537,1/26/2015,26408930,5979
36,0,1,127569,3,15492958,1405,1/27/2015,26411273,2343
12,0,2,127575,6,15499181,6223,1/28/2015,26421180,9907
31,0,3,127586,11,15509026,9845,1/29/2015,26435351,14171
21,0,6,127595,9,15518969,9943,1/30/2015,26448296,12945
38,0,2,127596,1,15524721,5752,1/31/2015,26455624,7328
72,0,8,127608,12,15531935,7214,2/1/2015,26464810,9186
6,0,0,127608,0,15533621,1686,2/2/2015,26467445,2635
5,0,1,127612,4,15539064,5443,2/3/2015,26475261,7816
27,0,1,127624,12,15548918,9854,2/4/2015,26489036,13775
13,0,1,127630,6,15558895,9977,2/5/2015,26501643,12607
26,0,4,127635,5,15568229,9334,2/6/2015,26513591,11948
83,0,7,127640,5,15575575,7346,2/7/2015,26523636,10045
65,0,7,127642,2,15582755,7180,2/8/2015,26533307,9671
10,0,3,127646,4,15588472,5717,2/9/2015,26540541,7234
36,0,5,127652,6,15599761,11289,2/10/2015,26555067,14526
46,0,12,127657,5,15612214,12453,2/11/2015,26571271,16204
45,0,4,127667,10,15624865,12651,2/12/2015,26587519,16248
28,0,2,127674,7,15633460,8595,2/13/2015,26598292,10773
54,0,2,127678,4,15638584,5124,2/14/2015,26604684,6392
12,0,0,127681,3,15641421,2837,2/15/2015,26607973,3289
19,0,2,127682,1,15645921,4500,2/16/2015,26613396,5423
14,0,2,127683,1,15651210,5289,2/17/2015,26620265,6869
35,0,6,127693,10,15661211,10001,2/18/2015,26633260,12995
14,0,0,127696,3,15669696,8485,2/19/2015,26643340,10080
14,0,3,127700,4,15676521,6825,2/20/2015,26651396,8056
24,0,5,127701,1,15679974,3453,2/21/2015,26655560,4164
55,0,4,127706,5,15684628,4654,2/22/2015,26662208,6648
11,0,8,127714,8,15692971,8343,2/23/2015,26672727,10519
12,0,1,127729,15,15701454,8483,2/24/2015,26683402,10675
49,0,5,127739,10,15713511,12057,2/25/2015,26699057,15655
26,0,7,127747,8,15724558,11047,2/26/2015,26713801,14744
57,0,10,127753,6,15735419,10861,2/27/2015,26728114,14313
71,0,3,127754,1,15742255,6836,2/28/2015,26737089,8975
37,0,4,127763,9,15745424,3169,3/1/2015,26741131,4042
27,0,3,127770,7,15753443,8019,3/2/2015,26751898,10767
18,0,2,127775,5,15760621,7178,3/3/2015,26761328,9430
28,0,4,127779,4,15768886,8265,3/4/2015,26772170,10842
4,0,0,127784,5,15770707,1821,3/5/2015,26774774,2604
19,0,6,127792,8,15776660,5953,3/6/2015,26783022,8248
96,0,9,127799,7,15782915,6255,3/7/2015,26791871,8849
245,0,16,127819,20,15791626,8711,3/8/2015,26805572,13701
218,0,24,127852,33,15807991,16365,3/9/2015,26829731,24159
126,0,17,127886,34,15821071,13080,3/10/2015,26847357,17626
386,0,29,127936,50,15842799,21728,3/11/2015,26880803,33446
195,0,22,127977,41,15862045,19246,3/12/2015,26907734,26931
239,0,27,128023,46,15879895,17850,3/13/2015,26932433,24699
60,0,5,128041,18,15884197,4302,3/14/2015,26938025,5592
260,0,31,128071,30,15893873,9676,3/15/2015,26951660,13635
273,0,35,128108,37,15912349,18476,3/16/2015,26977751,26091
178,0,21,128143,35,15928636,16287,3/17/2015,27000213,22462
110,0,15,128169,26,15943686,15050,3/18/2015,27011678,11465
150,0,14,128191,22,15960385,16699,3/19/2015,27027854,16176
58,0,6,128204,13,15969171,8786,3/20/2015,27039319,11465
367,0,23,128216,12,15979407,10236,3/21/2015,27055495,16176
381,0,10,128249,33,15990045,10638,3/22/2015,27071593,16098
111,0,25,128287,38,16004714,14669,3/23/2015,27090550,18957
168,0,34,128313,26,16022246,17532,3/24/2015,27114131,23581
136,0,22,128347,34,16038097,15851,3/25/2015,27135587,21456
125,0,25,128385,38,16054290,16193,3/26/2015,27158463,22876
188,0,19,128417,32,16069723,15433,3/27/2015,27179983,21520
10,0,2,128431,14,16070978,1255,3/28/2015,27181545,1562
473,0,27,128485,54,16081563,10585,3/29/2015,27198918,17373
244,0,53,128527,42,16100813,19250,3/30/2015,27225746,26828
122,0,38,128576,49,16116012,15199,3/31/2015,27246278,20532
325,0,34,128629,53,16137578,21566,4/1/2015,27277986,31708
864,0,65,128698,69,16163924,26346,4/2/2015,27321120,43134
365,0,27,128735,37,16179902,15978,4/3/2015,27344763,23643
1029,0,46,128783,48,16195440,15538,4/4/2015,27372527,27764
1208,0,52,128846,63,16210402,14962,4/5/2015,27402236,29709
1065,0,73,128940,94,16235904,25502,4/6/2015,27445765,43529
270,0,33,129003,63,16253544,17640,4/7/2015,27469974,24209
276,0,30,129047,44,16272767,19223,4/8/2015,27495978,26004
163,0,20,129081,34,16290490,17723,4/9/2015,27519869,23891
289,0,37,129124,43,16308138,17648,4/10/2015,27545497,25628
1600,0,59,129193,69,16328589,20451,4/11/2015,27585283,39786
1951,0,87,129273,80,16350440,21851,4/12/2015,27632047,46764
603,0,73,129377,104,16377420,26980,4/13/2015,27675800,43753
334,0,53,129451,74,16401872,24452,4/14/2015,27712355,36555
733,0,84,129541,90,16432056,30184,4/15/2015,27762082,49727
617,0,57,129639,98,16461329,29273,4/16/2015,27807997,45915
671,0,81,129717,78,16487493,26164,4/17/2015,27850200,42203
3685,0,138,129802,85,16518517,31024,4/18/2015,27921571,71371
1851,0,103,129901,99,16541961,23444,4/19/2015,27967987,46416
96,0,23,129974,73,16554041,12080,4/20/2015,27984364,16377
608,0,88,130039,65,16581098,27057,4/21/2015,28027872,43508
374,0,51,130109,70,16604991,23893,4/22/2015,28063871,35999
311,0,61,130168,59,16628877,23886,4/23/2015,28098130,34259
421,0,37,130211,43,16651482,22605,4/24/2015,28130808,32678
2095,0,85,130293,82,16674445,22963,4/25/2015,28176862,46054
1999,0,128,130378,85,16698053,23608,4/26/2015,28225526,48664
609,0,99,130486,108,16725710,27657,4/27/2015,28268723,43197
893,0,98,130575,89,16758191,32481,4/28/2015,28322852,54129
1087,0,150,130671,96,16792618,34427,4/29/2015,28382018,59166
785,0,102,130745,74,16824374,31756,4/30/2015,28433095,51077
917,0,106,130840,95,16854719,30345,5/1/2015,28481831,48736
2799,0,138,130899,59,16883014,28295,5/2/2015,28542019,60188
3361,0,154,130992,93,16913460,30446,5/3/2015,28611747,69728
1397,0,191,131145,153,16948575,35115,5/4/2015,28675278,63531
987,0,145,131284,139,16984565,35990,5/5/2015,28735366,60088
712,0,90,131366,82,17017353,32788,5/6/2015,28786353,50987
1271,0,133,131496,130,17055115,37762,5/7/2015,28850542,64189
1596,0,170,131607,111,17092321,37206,5/8/2015,28914797,64255
2077,0,158,131677,70,17119134,26813,5/9/2015,28966738,51941
2444,0,189,131752,75,17148096,28962,5/10/2015,29029102,62364
1084,0,198,131884,132,17183164,35068,5/11/2015,29086975,57873
1103,0,179,131979,95,17221350,38186,5/12/2015,29149914,62939
891,0,119,132074,95,17257512,36162,5/13/2015,29207005,57091
4927,0,82,132158,84,17301941,44429,5/14/2015,29287291,80286
1665,0,181,132225,67,17339628,37687,5/15/2015,29351951,64660
2392,0,155,132293,68,17365770,26142,5/16/2015,29402813,50862
3499,0,189,132357,64,17399776,34006,5/17/2015,29476271,73458
1031,0,129,132470,113,17433303,33527,5/18/2015,29530065,53794
943,0,177,132561,91,17469575,36272,5/19/2015,29588091,58026
923,0,100,132643,82,17505595,36020,5/20/2015,29645381,57290
746,0,105,132711,68,17538671,33076,5/21/2015,29695658,50277
1356,0,150,132765,54,17572569,33898,5/22/2015,29754009,58351
2967,0,166,132798,33,17598554,25985,5/23/2015,29811008,56999
3689,0,156,132839,41,17625954,27400,5/24/2015,29877219,66211
3392,0,221,132914,75,17656590,30636,5/25/2015,29946318,69099
1202,0,188,133006,92,17694872,38282,5/26/2015,30010822,64504
879,0,124,133080,74,17730824,35952,5/27/2015,30068333,57511
1014,0,144,133153,73,17769115,38291,5/28/2015,30129995,61662
1648,0,134,133217,64,17809294,40179,5/29/2015,30199338,69343
3082,0,192,133265,48,17842797,33503,5/30/2015,30268819,69481
1606,0,105,133339,74,17863993,21196,5/31/2015,30309399,40580
162,0,41,133401,62,17880072,16079,6/1/2015,30329768,20369
75,0,35,133453,52,17892778,12706,6/2/2015,30345498,15730
1129,0,143,133535,82,17929123,36345,6/3/2015,30404247,58749
806,0,147,133598,63,17963513,34390,6/4/2015,30457039,52792
959,0,117,133641,43,17996374,32861,6/5/2015,30508118,51079
2457,0,144,133687,46,18024284,27910,6/6/2015,30563731,55613
3295,0,169,133752,65,18057165,32881,6/7/2015,30635725,71994
1045,0,168,133832,80,18092618,35453,6/8/2015,30693865,58140
889,0,140,133896,64,18129940,37322,6/9/2015,30753354,59489
1223,0,140,133964,68,18171326,41386,6/10/2015,30822389,69035
1060,0,137,134041,77,18210409,39083,6/11/2015,30885382,62993
1374,0,131,134109,68,18247210,36801,6/12/2015,30946315,60933
3045,0,168,134156,47,18278982,31772,6/13/2015,31013418,67103
2633,0,192,134220,64,18308811,29829,6/14/2015,31076395,62977
575,0,122,134279,59,18335344,26533,6/15/2015,31115100,38705
798,0,151,134345,66,18369176,33832,6/16/2015,31167964,52864
1145,0,160,134414,69,18409185,40009,6/17/2015,31233172,65208
792,0,144,134468,54,18446511,37326,6/18/2015,31289734,56562
1543,0,143,134516,48,18485861,39350,6/19/2015,31356648,66914
1747,0,125,134548,32,18510798,24937,6/20/2015,31402520,45872
2295,0,140,134602,54,18538284,27486,6/21/2015,31458033,55513
1282,0,202,134676,74,18578042,39758,6/22/2015,31524692,66659
824,0,147,134743,67,18612224,34182,6/23/2015,31577497,52805
1270,0,189,134818,75,18655708,43484,6/24/2015,31650622,73125
1166,0,135,134859,41,18697326,41618,6/25/2015,31718984,68362
1579,0,182,134908,49,18737925,40599,6/26/2015,31787513,68529
1143,0,65,134935,27,18754196,16271,6/27/2015,31815746,28233
1610,0,101,134975,40,18775784,21588,6/28/2015,31858019,42273
1452,0,196,135065,90,18815569,39785,6/29/2015,31927328,69309
1220,0,156,135136,71,18855408,39839,6/30/2015,31992892,65564
804,0,92,150933,15797,21391023,34719,10/1/2015,38756427,55662
65,0,4,150976,43,21400467,9444,10/2/2015,38768538,12111
489,0,64,151027,51,21417031,16564,10/3/2015,38793779,25241
2005,0,127,151167,140,21447245,30214,10/4/2015,38853096,59317
1193,0,176,151361,194,21491826,44581,10/5/2015,38931761,78665
1328,0,167,151461,100,21541546,49720,10/6/2015,39021666,89905
1211,0,172,151579,118,21591687,50141,10/7/2015,39111252,89586
1436,0,180,151968,389,21641866,50179,10/8/2015,39200211,88959
1302,0,97,152132,164,21679149,37283,10/9/2015,39265257,65046
3864,0,206,152260,128,21718497,39348,10/10/2015,39352832,87575
4004,0,171,152421,161,21757464,38967,10/11/2015,39445439,92607
2452,0,189,153049,628,21803048,45584,10/12/2015,39548323,102884
1235,0,151,153382,333,21852095,49047,10/13/2015,39649744,101421
1069,0,150,153619,237,21902095,50000,10/14/2015,39749495,99751
1318,0,155,153784,165,21950878,48783,10/15/2015,39846470,96975
1522,0,118,153866,82,21997364,46486,10/16/2015,39939736,93266
2239,0,120,154026,160,22029175,31811,10/17/2015,40010600,70864
1141,0,75,154092,66,22053153,23978,10/18/2015,40060190,49590
661,0,116,154422,330,22089723,36570,10/19/2015,40127131,66941
1093,0,147,154499,77,22135100,45377,10/20/2015,40217119,89988
1339,0,162,154626,127,22184221,49121,10/21/2015,40317428,100309
1342,0,177,154799,173,22233825,49604,10/22/2015,40417454,100026
1429,0,123,154935,136,22278506,44681,10/23/2015,40508164,90710
2254,0,101,155028,93,22310219,31713,10/24/2015,40579636,71472
1761,0,90,155118,90,22339508,29289,10/25/2015,40642434,62798
1039,0,154,155296,178,22381674,42166,10/26/2015,40723815,81381
866,0,86,155445,149,22426227,44553,10/27/2015,40806989,83174
128,0,25,155572,127,22446963,20736,10/28/2015,40841029,34040
1179,0,167,155697,125,22492322,45359,10/29/2015,40931396,90367
1558,0,154,155873,176,22536843,44521,10/30/2015,41021680,90284
2206,0,145,156005,132,22568602,31759,10/31/2015,41091762,70082
2090,0,111,156096,91,22599224,30622,11/1/2015,41158701,66939
1316,0,190,156208,112,22643758,44534,11/2/2015,41247800,89099
1567,0,166,156301,93,22693084,49326,11/3/2015,41348560,100760
1217,0,139,156400,99,22742571,49487,11/4/2015,41447704,99144
849,0,108,156499,99,22785577,43006,11/5/2015,41528980,81276
1571,0,122,156561,62,22832739,47162,11/6/2015,41624301,95321
2643,0,149,156647,86,22868325,35586,11/7/2015,41704167,79866
2361,0,99,156743,96,22900643,32318,11/8/2015,41777496,73329
899,0,102,156820,77,22942905,42262,11/9/2015,41855906,78410
120,0,42,156963,143,22964490,21585,11/10/2015,41890753,34847
712,0,95,157038,75,23002195,37705,11/11/2015,41959449,68696
430,0,61,157143,105,23039514,37319,11/12/2015,42024005,64556
892,0,78,157226,83,23078484,38970,11/13/2015,42094195,70190
